Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset,Drug_Type
Rat,1,1,1,1,Visual,FI,12,12,28.7752,29.411175,Saline
Rat,1,1,1,2,Visual,FI,12,12,32.827075,34.122025,Saline
Rat,1,1,1,3,Visual,FI,12,12,39.71785,40.408825,Saline
Rat,1,1,1,4,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,5,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,6,Visual,FI,12,12,26.549225,27.6822,Saline
Rat,1,1,1,7,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,8,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,9,Visual,FI,12,12,37.48695,37.736925,Saline
Rat,1,1,1,10,Visual,FI,12,12,40.121825,40.378825,Saline
Rat,1,1,1,11,Visual,FI,12,12,12.200675,12.63265,Saline
Rat,1,1,1,12,Visual,FI,12,12,19.3294,20.423375,Saline
Rat,1,1,1,13,Visual,FI,12,12,64.43215,65.427125,Saline
Rat,1,1,1,14,Visual,FI,12,12,16.775525,17.0925,Saline
Rat,1,1,1,15,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,16,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,17,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,18,Visual,FI,12,12,NaN,27.0132,Saline
Rat,1,1,1,19,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,20,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,21,Visual,FI,12,12,24.158325,25.0803,Saline
Rat,1,1,1,22,Visual,FI,12,12,21.86735,30.574075,Saline
Rat,1,1,1,23,Visual,FI,12,12,16.72355,23.05335,Saline
Rat,1,1,1,24,Visual,FI,12,12,59.8323,0,Saline
Rat,1,1,1,25,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,26,Visual,FI,12,12,45.2057,45.5127,Saline
Rat,1,1,1,27,Visual,FI,12,12,15.274575,19.92145,Saline
Rat,1,1,1,28,Visual,FI,12,12,25.592275,25.91025,Saline
Rat,1,1,1,29,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,30,Visual,FI,12,12,14.9546,17.0075,Saline
Rat,1,1,1,31,Visual,FI,12,12,12.3856,13.4946,Saline
Rat,1,1,1,32,Visual,FI,12,12,13.347625,14.611575,Saline
Rat,1,1,1,33,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,34,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,35,Visual,FI,12,12,23.532375,28.954225,Saline
Rat,1,1,1,36,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,37,Visual,FI,12,12,16.900525,23.388325,Saline
Rat,1,1,1,38,Visual,FI,12,12,17.147475,0,Saline
Rat,1,1,1,39,Visual,FI,12,12,26.68925,NaN,Saline
Rat,1,1,1,40,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,41,Visual,FI,12,12,19.613425,20.8464,Saline
Rat,1,1,1,42,Visual,FI,12,12,22.0284,22.826375,Saline
Rat,1,1,1,43,Visual,FI,12,12,29.2502,30.05915,Saline
Rat,1,1,1,44,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,45,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,46,Visual,FI,12,12,16.0196,16.499575,Saline
Rat,1,1,1,47,Visual,FI,12,12,16.9845,18.909425,Saline
Rat,1,1,1,48,Visual,FI,12,12,24.19835,27.893225,Saline
Rat,1,1,1,49,Visual,FI,12,12,85.197575,85.63555,Saline
Rat,1,1,1,50,Visual,FI,12,12,15.377525,16.2225,Saline
Rat,1,1,1,51,Visual,FI,12,12,165.510225,165.8822,Saline
Rat,1,1,1,52,Visual,FI,12,12,15.34155,15.48555,Saline
Rat,1,1,1,53,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,54,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,55,Visual,FI,12,12,20.154475,24.2113,Saline
Rat,1,1,1,56,Visual,FI,12,12,25.3433,0,Saline
Rat,1,1,1,57,Visual,FI,12,12,98.921175,NaN,Saline
Rat,1,1,1,58,Visual,FI,12,12,12.482625,13.6756,Saline
Rat,1,1,1,59,Visual,FI,12,12,56.1804,59.555275,Saline
Rat,1,1,1,60,Visual,FI,12,12,NaN,1.621925,Saline
Rat,1,1,1,61,Visual,FI,12,12,14.679575,NaN,Saline
Rat,1,1,1,62,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,63,Visual,FI,12,12,NaN,NaN,Saline
Rat,1,1,1,64,Visual,FI,12,12,81.71365,82.098625,Saline
Rat,1,1,1,1,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,2,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,3,Visual,FI,12,12,18.825475,19.18345,SCH
Rat,1,1,1,4,Visual,FI,12,12,35.524975,35.89995,SCH
Rat,1,1,1,5,Visual,FI,12,12,43.432725,45.249675,SCH
Rat,1,1,1,6,Visual,FI,12,12,39.44085,40.5498,SCH
Rat,1,1,1,7,Visual,FI,12,12,26.9062,32.389025,SCH
Rat,1,1,1,8,Visual,FI,12,12,20.4334,23.286325,SCH
Rat,1,1,1,9,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,10,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,11,Visual,FI,12,12,25.856225,29.005125,SCH
Rat,1,1,1,12,Visual,FI,12,12,25.1463,26.01125,SCH
Rat,1,1,1,13,Visual,FI,12,12,29.418125,30.393075,SCH
Rat,1,1,1,14,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,15,Visual,FI,12,12,33.772,35.17795,SCH
Rat,1,1,1,16,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,17,Visual,FI,12,12,81.307625,NaN,SCH
Rat,1,1,1,18,Visual,FI,12,12,51.348525,0,SCH
Rat,1,1,1,19,Visual,FI,12,12,16.6815,NaN,SCH
Rat,1,1,1,20,Visual,FI,12,12,44.31975,45.3627,SCH
Rat,1,1,1,21,Visual,FI,12,12,36.088975,36.764925,SCH
Rat,1,1,1,22,Visual,FI,12,12,13.04965,17.2555,SCH
Rat,1,1,1,23,Visual,FI,12,12,90.40735,90.984325,SCH
Rat,1,1,1,24,Visual,FI,12,12,409.799975,410.09895,SCH
Rat,1,1,1,25,Visual,FI,12,12,20.7924,21.80935,SCH
Rat,1,1,1,26,Visual,FI,12,12,24.85825,0,SCH
Rat,1,1,1,27,Visual,FI,12,12,36.975925,NaN,SCH
Rat,1,1,1,28,Visual,FI,12,12,13.6286,14.14955,SCH
Rat,1,1,1,29,Visual,FI,12,12,26.564225,27.387175,SCH
Rat,1,1,1,30,Visual,FI,12,12,0,0,SCH
Rat,1,1,1,31,Visual,FI,12,12,0,0,SCH
Rat,1,1,1,32,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,33,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,34,Visual,FI,12,12,13.823575,14.21355,SCH
Rat,1,1,1,35,Visual,FI,12,12,55.761375,56.311325,SCH
Rat,1,1,1,36,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,37,Visual,FI,12,12,111.085775,111.33075,SCH
Rat,1,1,1,38,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,39,Visual,FI,12,12,28.03515,28.80515,SCH
Rat,1,1,1,40,Visual,FI,12,12,25.789275,0,SCH
Rat,1,1,1,41,Visual,FI,12,12,41.141775,NaN,SCH
Rat,1,1,1,42,Visual,FI,12,12,21.968375,26.006225,SCH
Rat,1,1,1,43,Visual,FI,12,12,45.828675,46.893625,SCH
Rat,1,1,1,44,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,45,Visual,FI,12,12,19.7394,0,SCH
Rat,1,1,1,46,Visual,FI,12,12,38.3529,16.06455,SCH
Rat,1,1,1,47,Visual,FI,12,12,13.829575,NaN,SCH
Rat,1,1,1,48,Visual,FI,12,12,44.877725,45.573675,SCH
Rat,1,1,1,49,Visual,FI,12,12,154.97045,155.327425,SCH
Rat,1,1,1,50,Visual,FI,12,12,17.852525,18.663475,SCH
Rat,1,1,1,51,Visual,FI,12,12,34.213975,37.0999,SCH
Rat,1,1,1,52,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,53,Visual,FI,12,12,NaN,NaN,SCH
Rat,1,1,1,54,Visual,FI,12,12,1.778,13.41065,SCH
Rat,1,1,1,1,Visual,FI,12,12,NaN,77.87275,SKF
Rat,1,1,1,2,Visual,FI,12,12,28.850175,29.11315,SKF
Rat,1,1,1,3,Visual,FI,12,12,14.093575,14.37655,SKF
Rat,1,1,1,4,Visual,FI,12,12,58.499325,60.757225,SKF
Rat,1,1,1,5,Visual,FI,12,12,14.0856,14.6226,SKF
Rat,1,1,1,6,Visual,FI,12,12,67.91405,68.175,SKF
Rat,1,1,1,7,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,8,Visual,FI,12,12,16.276525,17.1845,SKF
Rat,1,1,1,9,Visual,FI,12,12,26.61525,26.945225,SKF
Rat,1,1,1,10,Visual,FI,12,12,77.237875,79.932775,SKF
Rat,1,1,1,11,Visual,FI,12,12,14.032625,14.5866,SKF
Rat,1,1,1,12,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,13,Visual,FI,12,12,47.9696,49.29455,SKF
Rat,1,1,1,14,Visual,FI,12,12,36.822975,37.623925,SKF
Rat,1,1,1,15,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,16,Visual,FI,12,12,42.97675,43.523725,SKF
Rat,1,1,1,17,Visual,FI,12,12,16.082575,17.8665,SKF
Rat,1,1,1,18,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,19,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,20,Visual,FI,12,12,73.618925,75.61185,SKF
Rat,1,1,1,21,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,22,Visual,FI,12,12,13.8426,14.0796,SKF
Rat,1,1,1,23,Visual,FI,12,12,16.8675,17.1995,SKF
Rat,1,1,1,24,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,25,Visual,FI,12,12,17.2165,17.872475,SKF
Rat,1,1,1,26,Visual,FI,12,12,16.36555,17.9655,SKF
Rat,1,1,1,27,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,28,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,29,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,30,Visual,FI,12,12,52.83145,54.280425,SKF
Rat,1,1,1,31,Visual,FI,12,12,66.252125,67.049075,SKF
Rat,1,1,1,32,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,33,Visual,FI,12,12,30.222125,31.3041,SKF
Rat,1,1,1,34,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,35,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,36,Visual,FI,12,12,30.713125,30.9921,SKF
Rat,1,1,1,37,Visual,FI,12,12,39.37485,39.52085,SKF
Rat,1,1,1,38,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,39,Visual,FI,12,12,15.704575,15.97455,SKF
Rat,1,1,1,40,Visual,FI,12,12,22.46435,22.95135,SKF
Rat,1,1,1,41,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,42,Visual,FI,12,12,20.55245,20.962425,SKF
Rat,1,1,1,43,Visual,FI,12,12,25.649225,29.311125,SKF
Rat,1,1,1,44,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,45,Visual,FI,12,12,57.792375,58.410325,SKF
Rat,1,1,1,46,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,47,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,48,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,49,Visual,FI,12,12,34.855,35.323,SKF
Rat,1,1,1,50,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,51,Visual,FI,12,12,17.2855,22.8493,SKF
Rat,1,1,1,52,Visual,FI,12,12,20.006425,20.127425,SKF
Rat,1,1,1,53,Visual,FI,12,12,27.4012,28.90915,SKF
Rat,1,1,1,54,Visual,FI,12,12,94.144275,94.36225,SKF
Rat,1,1,1,55,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,56,Visual,FI,12,12,22.633375,24.044325,SKF
Rat,1,1,1,57,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,58,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,59,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,60,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,61,Visual,FI,12,12,23.847325,24.228325,SKF
Rat,1,1,1,62,Visual,FI,12,12,25.1783,26.9892,SKF
Rat,1,1,1,63,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,64,Visual,FI,12,12,21.009375,21.32535,SKF
Rat,1,1,1,65,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,66,Visual,FI,12,12,26.512275,27.582225,SKF
Rat,1,1,1,67,Visual,FI,12,12,NaN,NaN,SKF
Rat,1,1,1,68,Visual,FI,12,12,19.286425,0,SKF
Rat,1,1,1,69,Visual,FI,12,12,0,0.615925,SKF
Rat,2,2,1,1,Visual,FI,12,12,0,0,Saline
Rat,2,2,1,2,Visual,FI,12,12,NaN,93.05635,Saline
Rat,2,2,1,3,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,4,Visual,FI,12,12,17.937475,18.06145,Saline
Rat,2,2,1,5,Visual,FI,12,12,19.43545,21.530375,Saline
Rat,2,2,1,6,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,7,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,8,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,9,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,10,Visual,FI,12,12,29.484175,29.57415,Saline
Rat,2,2,1,11,Visual,FI,12,12,40.4628,40.670775,Saline
Rat,2,2,1,12,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,13,Visual,FI,12,12,45.676675,46.06365,Saline
Rat,2,2,1,14,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,15,Visual,FI,12,12,45.1187,45.264675,Saline
Rat,2,2,1,16,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,17,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,18,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,19,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,20,Visual,FI,12,12,25.52025,25.700225,Saline
Rat,2,2,1,21,Visual,FI,12,12,123.037425,126.6513,Saline
Rat,2,2,1,22,Visual,FI,12,12,33.100025,33.237,Saline
Rat,2,2,1,23,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,24,Visual,FI,12,12,27.3942,27.598175,Saline
Rat,2,2,1,25,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,26,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,27,Visual,FI,12,12,26.169275,28.2442,Saline
Rat,2,2,1,28,Visual,FI,12,12,16.046525,16.8685,Saline
Rat,2,2,1,29,Visual,FI,12,12,NaN,47.122625,Saline
Rat,2,2,1,30,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,31,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,32,Visual,FI,12,12,17.6475,20.1554,Saline
Rat,2,2,1,33,Visual,FI,12,12,NaN,107.84085,Saline
Rat,2,2,1,34,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,35,Visual,FI,12,12,79.871725,80.3897,Saline
Rat,2,2,1,36,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,37,Visual,FI,12,12,12.149675,12.38665,Saline
Rat,2,2,1,38,Visual,FI,12,12,43.042725,49.296525,Saline
Rat,2,2,1,39,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,40,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,41,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,42,Visual,FI,12,12,25.188275,28.385175,Saline
Rat,2,2,1,43,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,44,Visual,FI,12,12,14.7406,17.145525,Saline
Rat,2,2,1,45,Visual,FI,12,12,NaN,41.661775,Saline
Rat,2,2,1,46,Visual,FI,12,12,61.9102,NaN,Saline
Rat,2,2,1,47,Visual,FI,12,12,20.6034,26.733225,Saline
Rat,2,2,1,48,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,49,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,50,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,51,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,52,Visual,FI,12,12,26.585225,26.7182,Saline
Rat,2,2,1,53,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,54,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,55,Visual,FI,12,12,13.39465,13.612625,Saline
Rat,2,2,1,56,Visual,FI,12,12,16.669525,21.256375,Saline
Rat,2,2,1,57,Visual,FI,12,12,12.916625,13.2006,Saline
Rat,2,2,1,58,Visual,FI,12,12,12.216675,13.557625,Saline
Rat,2,2,1,59,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,60,Visual,FI,12,12,13.348625,16.318525,Saline
Rat,2,2,1,61,Visual,FI,12,12,NaN,14.9196,Saline
Rat,2,2,1,62,Visual,FI,12,12,22.349375,NaN,Saline
Rat,2,2,1,63,Visual,FI,12,12,20.9684,21.83735,Saline
Rat,2,2,1,64,Visual,FI,12,12,113.2367,113.460675,Saline
Rat,2,2,1,65,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,66,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,67,Visual,FI,12,12,64.93515,68.06205,Saline
Rat,2,2,1,68,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,69,Visual,FI,12,12,18.126475,20.5124,Saline
Rat,2,2,1,70,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,71,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,72,Visual,FI,12,12,16.34555,20.7624,Saline
Rat,2,2,1,73,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,74,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,75,Visual,FI,12,12,104.3739,104.63695,Saline
Rat,2,2,1,76,Visual,FI,12,12,27.89015,0,Saline
Rat,2,2,1,77,Visual,FI,12,12,44.645725,NaN,Saline
Rat,2,2,1,78,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,79,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,80,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,81,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,82,Visual,FI,12,12,NaN,NaN,Saline
Rat,2,2,1,1,Visual,FI,12,12,40.909825,41.2648,SCH
Rat,2,2,1,2,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,3,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,4,Visual,FI,12,12,16.304525,16.427475,SCH
Rat,2,2,1,5,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,6,Visual,FI,12,12,63.137175,63.3371,SCH
Rat,2,2,1,7,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,8,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,9,Visual,FI,12,12,41.879825,42.172775,SCH
Rat,2,2,1,10,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,11,Visual,FI,12,12,240.58205,240.939025,SCH
Rat,2,2,1,12,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,13,Visual,FI,12,12,33.4431,34.211075,SCH
Rat,2,2,1,14,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,15,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,16,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,17,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,18,Visual,FI,12,12,NaN,20.9894,SCH
Rat,2,2,1,19,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,20,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,21,Visual,FI,12,12,27.759225,28.831175,SCH
Rat,2,2,1,22,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,23,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,24,Visual,FI,12,12,85.713525,86.1585,SCH
Rat,2,2,1,25,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,26,Visual,FI,12,12,21.444375,26.838225,SCH
Rat,2,2,1,27,Visual,FI,12,12,19.492425,21.61535,SCH
Rat,2,2,1,28,Visual,FI,12,12,12.47065,12.72165,SCH
Rat,2,2,1,29,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,30,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,31,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,32,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,33,Visual,FI,12,12,30.9771,31.5221,SCH
Rat,2,2,1,34,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,35,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,36,Visual,FI,12,12,14.847575,23.6363,SCH
Rat,2,2,1,37,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,38,Visual,FI,12,12,271.8301,279.92885,SCH
Rat,2,2,1,39,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,40,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,41,Visual,FI,12,12,31.50405,32.166025,SCH
Rat,2,2,1,42,Visual,FI,12,12,31.6821,31.9361,SCH
Rat,2,2,1,43,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,44,Visual,FI,12,12,21.7854,22.400325,SCH
Rat,2,2,1,45,Visual,FI,12,12,58.561275,58.748275,SCH
Rat,2,2,1,46,Visual,FI,12,12,14.747625,15.0116,SCH
Rat,2,2,1,47,Visual,FI,12,12,97.957125,101.43205,SCH
Rat,2,2,1,48,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,49,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,50,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,51,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,52,Visual,FI,12,12,189.6255,190.19345,SCH
Rat,2,2,1,53,Visual,FI,12,12,156.30745,156.813425,SCH
Rat,2,2,1,54,Visual,FI,12,12,33.06005,33.341025,SCH
Rat,2,2,1,55,Visual,FI,12,12,NaN,NaN,SCH
Rat,2,2,1,56,Visual,FI,12,12,0,0,SCH
Rat,2,2,1,1,Visual,FI,12,12,NaN,NaN,SKF
